Season,Team,TeamsByYear,HR,R,RBI,SB,BB,K,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
2010,KCR,2010KCR,121,676,640,115,0.076,0.146,0.126,0.305,0.274,0.331,0.399,0.323,98,-28.4,-42.1,-81.2,9.9
2010,BAL,2010BAL,133,613,577,76,0.069,0.173,0.127,0.296,0.259,0.316,0.386,0.31,87,-21,-111.8,-11,9.6
2010,HOU,2010HOU,108,611,577,100,0.069,0.171,0.115,0.285,0.247,0.303,0.362,0.295,79,-6.4,-156.6,27.6,5.4
2010,SEA,2010SEA,101,513,485,142,0.077,0.198,0.104,0.282,0.236,0.298,0.339,0.285,79,-1,-148.9,-40.5,2.2
2010,PIT,2010PIT,126,587,570,87,0.078,0.202,0.131,0.288,0.242,0.304,0.373,0.3,84,-5.8,-119,-48.1,1.4
2009,TBR,2009TBR,199,803,765,194,0.103,0.197,0.177,0.303,0.263,0.343,0.439,0.342,109,21.6,90.5,41.8,35.1
2009,NYY,2009NYY,244,915,881,111,0.103,0.157,0.194,0.306,0.283,0.362,0.478,0.365,117,0.2,137.5,-25.5,33.8
2009,PHI,2009PHI,224,820,788,119,0.093,0.182,0.189,0.286,0.258,0.334,0.447,0.339,103,20,42.5,78.4,32
2009,LAA,2009LAA,173,883,841,148,0.087,0.167,0.156,0.322,0.285,0.35,0.441,0.346,108,8.6,75.5,-5.4,29.1
2009,LAD,2009LAD,145,780,739,116,0.095,0.167,0.141,0.309,0.27,0.346,0.412,0.332,102,4,18.7,55.4,27.4
2009,MIL,2009MIL,182,785,757,68,0.097,0.196,0.164,0.305,0.263,0.341,0.426,0.336,103,-9.6,10.2,38.9,24.6
2009,BOS,2009BOS,212,872,822,126,0.104,0.177,0.184,0.301,0.27,0.352,0.454,0.351,106,-7.7,40.7,-19.8,24.4
2009,STL,2009STL,160,730,694,75,0.086,0.169,0.152,0.296,0.263,0.332,0.415,0.325,98,13.4,-1.6,50,24.2
2009,MIN,2009MIN,172,817,770,85,0.092,0.161,0.155,0.306,0.274,0.345,0.429,0.338,104,15.3,42.9,-41.4,22.4
2009,ATL,2009ATL,149,735,700,58,0.095,0.168,0.142,0.3,0.263,0.339,0.405,0.327,97,-20.2,-44.2,67.6,22.2
2009,CIN,2009CIN,158,673,637,96,0.086,0.182,0.147,0.282,0.247,0.318,0.394,0.313,84,5.2,-118.5,119.4,19.5
2009,TOR,2009TOR,209,798,766,73,0.086,0.162,0.174,0.29,0.266,0.333,0.44,0.337,101,12.2,21.5,-50,19.5
2009,FLA,2009FLA,159,772,727,75,0.09,0.194,0.148,0.316,0.268,0.34,0.416,0.332,97,4.5,-16.7,12,19.3
2009,TEX,2009TEX,224,784,748,149,0.077,0.205,0.185,0.296,0.26,0.32,0.445,0.331,92,9.1,-49.8,24.6,19
2009,COL,2009COL,190,804,760,106,0.106,0.205,0.18,0.305,0.261,0.343,0.441,0.341,96,5.3,-29.7,22.8,18.9
2009,ARI,2009ARI,173,720,686,102,0.091,0.207,0.165,0.299,0.253,0.324,0.418,0.324,89,13.1,-75.3,53.6,17.5
2009,SEA,2009SEA,160,640,613,89,0.069,0.179,0.144,0.293,0.258,0.314,0.402,0.313,89,-4.5,-87,40,16.8
2009,SFG,2009SFG,122,657,612,78,0.065,0.191,0.132,0.302,0.257,0.309,0.389,0.305,83,10,-118.1,94,16.6
2009,SDP,2009SDP,141,638,605,82,0.095,0.191,0.138,0.284,0.242,0.321,0.381,0.309,93,-10.4,-67.1,28.9,15.5
2009,WSN,2009WSN,156,710,685,73,0.098,0.193,0.148,0.302,0.258,0.337,0.406,0.327,96,-5.7,-37.9,-7.6,15.1
2009,DET,2009DET,183,743,718,72,0.087,0.179,0.156,0.294,0.26,0.331,0.416,0.328,94,0.4,-48.5,-19.9,15
2009,OAK,2009OAK,135,759,723,133,0.084,0.167,0.135,0.298,0.262,0.328,0.397,0.32,94,12.8,-38,-34.9,14.6
2009,CLE,2009CLE,161,773,730,84,0.092,0.192,0.153,0.308,0.264,0.339,0.417,0.333,100,-1.1,-0.7,-75.7,14.5
2009,CHC,2009CHC,161,707,678,56,0.095,0.19,0.152,0.296,0.255,0.332,0.407,0.324,90,-13.2,-89.3,39,14.5
2009,NYM,2009NYM,95,671,631,122,0.085,0.151,0.124,0.307,0.27,0.335,0.394,0.32,94,-5.4,-48.2,-16.8,12.8
2009,HOU,2009HOU,142,643,616,113,0.074,0.164,0.14,0.293,0.26,0.319,0.4,0.315,89,-18,-99,37,12.7
2009,BAL,2009BAL,160,741,708,76,0.083,0.163,0.147,0.3,0.268,0.332,0.415,0.328,93,-20.1,-74.3,-28.1,11.6
2009,PIT,2009PIT,125,636,612,90,0.082,0.189,0.135,0.296,0.252,0.318,0.387,0.31,86,-6.2,-113,27.8,10.5
2009,CHW,2009CHW,184,724,695,113,0.087,0.167,0.153,0.285,0.258,0.329,0.411,0.326,91,-13,-84,-45.1,8.6
2009,KCR,2009KCR,144,686,657,88,0.075,0.179,0.146,0.298,0.259,0.318,0.405,0.318,88,-18.9,-110.3,-82,2.2
2008,STL,2008STL,174,779,744,73,0.091,0.155,0.152,0.312,0.281,0.35,0.433,0.342,107,-10,46.4,90.6,34
2008,BOS,2008BOS,173,845,807,120,0.101,0.167,0.168,0.315,0.28,0.358,0.447,0.351,110,-4.7,72.2,35.4,32.9
2008,PHI,2008PHI,214,799,762,136,0.093,0.178,0.182,0.283,0.255,0.332,0.438,0.334,98,23.6,4.7,123.4,32.8
2008,CHC,2008CHC,184,855,811,87,0.1,0.186,0.165,0.321,0.278,0.354,0.443,0.349,104,6.1,33.2,64.1,30.1
2008,TBR,2008TBR,180,774,735,142,0.099,0.194,0.162,0.302,0.26,0.34,0.422,0.335,105,5.6,43.8,30.3,29.2
2008,NYM,2008NYM,172,799,751,138,0.097,0.16,0.154,0.296,0.266,0.34,0.42,0.332,100,12.7,13.4,72,28.9
2008,MIL,2008MIL,198,750,722,108,0.088,0.192,0.179,0.287,0.253,0.325,0.431,0.329,97,8.9,-11.7,58.8,24.6
2008,ATL,2008ATL,130,753,721,58,0.097,0.161,0.138,0.309,0.27,0.345,0.408,0.332,99,-5.8,-12.5,54.2,24.5
2008,CLE,2008CLE,171,805,772,77,0.089,0.193,0.162,0.305,0.262,0.339,0.424,0.334,103,0.7,24.6,-2.8,24
2008,TEX,2008TEX,194,901,867,81,0.092,0.186,0.179,0.325,0.283,0.354,0.462,0.355,112,11.1,108.1,-97.3,23.5
2008,HOU,2008HOU,167,712,684,114,0.074,0.174,0.152,0.296,0.263,0.323,0.415,0.322,93,0.4,-49.2,89.3,23.3
2008,NYY,2008NYY,180,789,758,118,0.086,0.162,0.156,0.302,0.271,0.342,0.427,0.338,104,-6.7,24.3,-28.4,21.3
2008,MIN,2008MIN,111,829,791,102,0.084,0.155,0.129,0.316,0.279,0.34,0.408,0.328,99,12.3,4.7,-30.5,19.3
2008,BAL,2008BAL,172,782,750,81,0.086,0.159,0.162,0.296,0.267,0.333,0.429,0.333,99,-5.1,-17,-7.7,19
2008,FLA,2008FLA,208,770,741,76,0.087,0.221,0.179,0.3,0.254,0.326,0.433,0.33,96,5.7,-27.5,14.2,18.5
2008,LAA,2008LAA,159,765,721,129,0.078,0.16,0.145,0.299,0.268,0.33,0.413,0.324,96,-1,-30.9,-6.5,17.6
2008,TOR,2008TOR,126,714,681,80,0.084,0.152,0.135,0.295,0.264,0.331,0.399,0.322,94,-10.9,-60.7,19.1,17.3
2008,DET,2008DET,200,821,780,63,0.09,0.17,0.173,0.301,0.271,0.34,0.444,0.343,106,-6.7,42.3,-93.8,16.8
2008,LAD,2008LAD,137,700,659,126,0.088,0.167,0.134,0.301,0.264,0.333,0.399,0.321,93,5.1,-51.1,20.4,16.7
2008,CHW,2008CHW,235,811,785,67,0.087,0.163,0.185,0.281,0.263,0.332,0.448,0.339,101,-27.4,-17.7,-43.6,15.5
2008,OAK,2008OAK,125,646,610,88,0.094,0.2,0.127,0.289,0.242,0.318,0.369,0.306,86,12.4,-92.7,27.1,14.7
2008,SDP,2008SDP,154,637,615,36,0.083,0.202,0.14,0.294,0.25,0.317,0.39,0.311,92,-4.2,-63.7,2.6,13.8
2008,CIN,2008CIN,187,704,677,85,0.09,0.182,0.161,0.278,0.247,0.321,0.408,0.319,87,1.1,-103.2,43.7,13.8
2008,SFG,2008SFG,94,640,606,108,0.074,0.17,0.12,0.305,0.262,0.321,0.382,0.309,83,-15.4,-149.4,55.9,10.3
2008,ARI,2008ARI,159,720,683,58,0.095,0.209,0.164,0.299,0.251,0.327,0.415,0.324,88,12.1,-83.9,-17.2,9.5
2008,WSN,2008WSN,117,641,608,81,0.086,0.177,0.122,0.292,0.251,0.323,0.373,0.31,84,-16.8,-145.4,32.7,8.5
2008,COL,2008COL,160,747,714,141,0.09,0.192,0.152,0.308,0.263,0.336,0.415,0.33,88,15.2,-80.7,-40.3,8.1
2008,SEA,2008SEA,124,671,631,90,0.068,0.144,0.124,0.294,0.265,0.318,0.389,0.31,90,-8.9,-86.1,-52.4,7.6
2008,KCR,2008KCR,120,691,650,79,0.064,0.164,0.128,0.307,0.269,0.32,0.397,0.315,87,-9.5,-109.1,-29.6,7.4
2008,PIT,2008PIT,153,735,705,57,0.076,0.165,0.145,0.29,0.258,0.32,0.403,0.317,89,0.1,-89.2,-48.6,6.3
